SPECIESID,SpecCode,Genus,Species,FBname,Kingdom,Phylum,Class,Order,Family,group,genus_species,iucn_category,iucn_criteria,iucn_population_trend,iucn_published_year,iucn_weight
Fis-25151,4491,Myctophum,spinosum,Spiny lantern fish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Myctophum spinosum,LC,NA,Unknown,2010,0
Fis-25152,4492,Polydactylus,multiradiatus,Australian threadfin,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,Coastal fishes,Polydactylus multiradiatus,LC,NA,Stable,2010,0
Fis-30988,4493,Sphyraena,obtusata,Obtuse barracuda,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Coastal fishes,Sphyraena obtusata,NA,NA,NA,NA,NA
Fis-30991,4504,Psettodes,belcheri,Spottail spiny turbot,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Psettodidae,Coastal fishes,Psettodes belcheri,DD,NA,Unknown,2015,NA
Fis-30992,4505,Triodon,macropterus,Threetooth puffer,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Triodontidae,Coastal fishes,Triodon macropterus,NA,NA,NA,NA,NA
Fis-30993,4506,Lipogenys,gillii,NA,Animalia,Chordata,Actinopterygii,Notacanthiformes,Notacanthidae,Coastal fishes,Lipogenys gillii,NA,NA,NA,NA,NA
Fis-161494,4508,Neotrygon,kuhlii,Blue-spotted stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Sharks,Neotrygon kuhlii,DD,NA,Unknown,2018,NA
Fis-30995,4510,Hexatrygon,bickelli,Sixgill stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Hexatrygonidae,Sharks,Hexatrygon bickelli,LC,NA,Unknown,2015,0
Fis-62090,4528,Gonorynchus,gonorynchus,Beaked salmon,Animalia,Chordata,Actinopterygii,Gonorynchiformes,Gonorynchidae,Coastal fishes,Gonorynchus gonorynchus,LC,NA,Unknown,2015,0
Fis-25169,4532,Eridacnis,barbouri,Cuban ribbontail catshark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Proscylliidae,Sharks,Eridacnis barbouri,DD,NA,Unknown,2009,NA
Fis-25170,4534,Saurida,gracilis,Gracile lizardfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Coastal fishes,Saurida gracilis,LC,NA,Stable,2016,0
Fis-25172,4536,Dentex,gibbosus,Pink dentex,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Coastal fishes,Dentex gibbosus,LC,NA,Unknown,2014,0
Fis-31009,4538,Dentex,maroccanus,Morocco dentex,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Coastal fishes,Dentex maroccanus,LC,NA,Unknown,2014,0
Fis-31010,4539,Dentex,canariensis,Canary dentex,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Coastal fishes,Dentex canariensis,LC,NA,Unknown,2014,0
Fis-25173,4540,Pagrus,caeruleostictus,Bluespotted seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Coastal fishes,Pagrus caeruleostictus,LC,NA,Unknown,2014,0
Fis-25174,4541,Argyrops,filamentosus,Soldierbream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Coastal fishes,Argyrops filamentosus,LC,NA,Unknown,2014,0
Fis-25176,4543,Acanthopagrus,bifasciatus,Twobar seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Coastal fishes,Acanthopagrus bifasciatus,LC,NA,Unknown,2014,0
Fis-25177,4544,Sillago,sihama,Silver sillago,Animalia,Chordata,Actinopterygii,Perciformes,Sillaginidae,Coastal fishes,Sillago sihama,LC,NA,Stable,2016,0
Fis-31011,4545,Siganus,rivulatus,Marbled spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus rivulatus,LC,NA,Unknown,2010,0
Fis-31012,4547,Umbrina,ronchus,Fusca drum,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Coastal fishes,Umbrina ronchus,DD,NA,Unknown,2015,NA
Fis-31013,4548,Umbrina,canariensis,Canary drum,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Coastal fishes,Umbrina canariensis,LC,NA,Unknown,2015,0
Fis-31015,4550,Pseudotolithus,typus,Longneck croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Coastal fishes,Pseudotolithus typus,LC,NA,Decreasing,2015,0
Fis-31016,4551,Amphiprion,chrysopterus,Orangefin anemonefish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Amphiprion chrysopterus,NA,NA,NA,NA,NA
Fis-31017,4552,Raja,brachyura,Blonde ray,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Sharks,Raja brachyura,NT,NA,Decreasing,2009,1
Fis-25179,4554,Nemipterus,peronii,Notchedfin threadfin bream,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Coastal fishes,Nemipterus peronii,LC,NA,Unknown,2016,0
Fis-25180,4556,Trachyrincus,scabrus,Roughsnout grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Trachyrincus scabrus,LC,NA,Unknown,2015,0
Fis-25181,4558,Nemipterus,nematophorus,Doublewhip threadfin bream,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Coastal fishes,Nemipterus nematophorus,NA,NA,NA,NA,NA
Fis-25182,4559,Nemipterus,japonicus,Japanese threadfin bream,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Coastal fishes,Nemipterus japonicus,NA,NA,NA,NA,NA
Fis-25183,4560,Dendrophysa,russelii,Goatee croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Coastal fishes,Dendrophysa russelii,NA,NA,NA,NA,NA
Fis-25184,4561,Siganus,vermiculatus,Vermiculated spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus vermiculatus,LC,NA,Unknown,2012,0
Fis-25185,4562,Triacanthus,biaculeatus,Short-nosed tripodfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Triacanthidae,Coastal fishes,Triacanthus biaculeatus,NA,NA,NA,NA,NA
Fis-165553,4563,Equulites,lineolatus,Ornate ponyfish,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae,Coastal fishes,Equulites lineolatus,NA,NA,NA,NA,NA
Fis-31019,4564,Nemipterus,bathybius,Yellowbelly threadfin bream,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Coastal fishes,Nemipterus bathybius,NA,NA,NA,NA,NA
Fis-25187,4565,Nemipterus,hexodon,Ornate threadfin bream,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Coastal fishes,Nemipterus hexodon,LC,NA,Unknown,2016,0
Fis-25188,4566,Nemipterus,marginatus,Red filament threadfin bream,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Coastal fishes,Nemipterus marginatus,NA,NA,NA,NA,NA
Fis-25189,4567,Nemipterus,mesoprion,Mauvelip threadfin bream,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Coastal fishes,Nemipterus mesoprion,NA,NA,NA,NA,NA
Fis-25190,4568,Nemipterus,nemurus,Redspine threadfin bream,Animalia,Chordata,Actinopterygii,Perciformes,Nemipteridae,Coastal fishes,Nemipterus nemurus,LC,NA,Unknown,2010,0
Fis-25191,4569,Miichthys,miiuy,Mi-iuy croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Coastal fishes,Miichthys miiuy,NA,NA,NA,NA,NA
Fis-25192,4570,Otolithoides,biauritus,Bronze croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Coastal fishes,Otolithoides biauritus,NA,NA,NA,NA,NA
Fis-25193,4571,Protonibea,diacanthus,Blackspotted croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Coastal fishes,Protonibea diacanthus,NA,NA,NA,NA,NA
SLB-69235,47236,Nucula,turgida,NA,Animalia,Mollusca,Bivalvia,Nuculoida,Nuculidae,Bivalves,Nucula turgida,NA,NA,NA,NA,NA
Fis-31021,4573,Neoceratias,spinifer,Spiny seadevil,Animalia,Chordata,Actinopterygii,Lophiiformes,Neoceratiidae,Coastal fishes,Neoceratias spinifer,LC,NA,Unknown,2015,0
W-Bra-231830,89074,Liothyrella,uva,Antarctic brachiopod,Animalia,Brachiopoda,Articulata,Terebratulida,Terebratulidae,NA,Liothyrella uva,NA,NA,NA,NA,NA
Fis-163729,4574,Karalla,daura,Goldstripe ponyfish,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae,Coastal fishes,Karalla daura,NA,NA,NA,NA,NA
Fis-25195,4576,Pseudorhombus,cinnamoneus,Cinnamon flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Coastal fishes,Pseudorhombus cinnamoneus,NA,NA,NA,NA,NA
Fis-25196,4578,Symphodus,mediterraneus,Axillary wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Coastal fishes,Symphodus mediterraneus,LC,NA,Stable,2010,0
Fis-31024,4579,Gobius,cobitis,Giant goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coastal fishes,Gobius cobitis,NA,NA,NA,NA,NA
Fis-25197,4580,Symphodus,rostratus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Coastal fishes,Symphodus rostratus,LC,NA,Stable,2014,0
Fis-25198,4581,Xyrichtys,novacula,Pearly razorfish,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Coastal fishes,Xyrichtys novacula,LC,NA,Stable,2010,0
Fis-31025,4582,Labrus,merula,Brown wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Coastal fishes,Labrus merula,LC,NA,Stable,2010,0
Fis-25199,4583,Liza,ramada,Thinlip grey mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Coastal fishes,Liza ramada,NA,NA,NA,NA,NA
Fis-25200,4584,Parapristipoma,trilineatum,Chicken grunt,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Coastal fishes,Parapristipoma trilineatum,NA,NA,NA,NA,NA
Fis-131820,4585,Okamejei,hollandi,Yellow-spotted skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Sharks,Okamejei hollandi,DD,NA,Unknown,2009,NA
Fis-31027,4586,Sebastes,inermis,NA,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Coastal fishes,Sebastes inermis,NA,NA,NA,NA,NA
Fis-31028,4587,Sebastes,pachycephalus,NA,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Coastal fishes,Sebastes pachycephalus,NA,NA,NA,NA,NA
Fis-25201,4588,Siganus,guttatus,Orange-spotted spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus guttatus,LC,NA,Unknown,2016,0
Fis-25202,4589,Lateolabrax,japonicus,Japanese seabass,Animalia,Chordata,Actinopterygii,Perciformes,Lateolabracidae,Coastal fishes,Lateolabrax japonicus,NA,NA,NA,NA,NA
Fis-31031,4593,Branchiostegus,japonicus,Horsehead tilefish,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Coastal fishes,Branchiostegus japonicus,LC,NA,Unknown,2010,0
Fis-25204,4594,Branchiostegus,argentatus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Coastal fishes,Branchiostegus argentatus,NA,NA,NA,NA,NA
Fis-25205,4595,Branchiostegus,auratus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Coastal fishes,Branchiostegus auratus,NA,NA,NA,NA,NA
Fis-160811,4596,Nuchequula,nuchalis,Spotnape ponyfish,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae,Coastal fishes,Nuchequula nuchalis,NA,NA,NA,NA,NA
Fis-25207,4597,Sebastiscus,marmoratus,False kelpfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Coastal fishes,Sebastiscus marmoratus,NA,NA,NA,NA,NA
Fis-25208,4598,Chelidonichthys,spinosus,Spiny red gurnard,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Coastal fishes,Chelidonichthys spinosus,NA,NA,NA,NA,NA
Fis-25209,4599,Doederleinia,berycoides,Blackthroat seaperch,Animalia,Chordata,Actinopterygii,Perciformes,Acropomatidae,Coastal fishes,Doederleinia berycoides,NA,NA,NA,NA,NA
Fis-128112,4600,Ostorhinchus,cyanosoma,Yellowstriped cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Coastal fishes,Ostorhinchus cyanosoma,NA,NA,NA,NA,NA
Fis-25213,4606,Eurypegasus,draconis,Short dragonfish,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Pegasidae,Coastal fishes,Eurypegasus draconis,LC,NA,Unknown,2017,0
Fis-25214,4607,Eurypegasus,papilio,Hawaiian sea-moth fish,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Pegasidae,Coastal fishes,Eurypegasus papilio,LC,NA,Unknown,2016,0
Fis-31034,4608,Pegasus,laternarius,NA,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Pegasidae,Coastal fishes,Pegasus laternarius,DD,NA,Decreasing,2017,NA
Fis-31035,4609,Pegasus,volitans,Longtail seamouth,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Pegasidae,Coastal fishes,Pegasus volitans,DD,NA,Unknown,2016,NA
Fis-31036,4610,Pegasus,lancifer,Sculptured seamoth,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Pegasidae,Coastal fishes,Pegasus lancifer,LC,NA,Unknown,2016,0
Fis-25215,4611,Siganus,corallinus,Blue-spotted spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus corallinus,LC,NA,Unknown,2016,0
Fis-25216,4613,Siganus,luridus,Dusky spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus luridus,LC,NA,Increasing,2018,0
Fis-25217,4614,Siganus,argenteus,Streamlined spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus argenteus,LC,NA,Unknown,2016,0
Fis-25218,4615,Siganus,sutor,Shoemaker spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus sutor,LC,NA,Stable,2018,0
Fis-25219,4616,Siganus,fuscescens,Mottled spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus fuscescens,LC,NA,Unknown,2016,0
Fis-25220,4617,Siganus,puellus,Masked spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus puellus,LC,NA,Unknown,2016,0
Fis-25221,4618,Siganus,javus,Streaked spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus javus,LC,NA,Unknown,2016,0
Fis-31038,4619,Siganus,puelloides,Blackeye rabbitfish,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus puelloides,LC,NA,Unknown,2018,0
Fis-31039,4620,Siganus,punctatissimus,Peppered spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus punctatissimus,LC,NA,Unknown,2016,0
Fis-25222,4621,Siganus,punctatus,Goldspotted spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus punctatus,LC,NA,Unknown,2016,0
W-Bch-209122,103063,Pilodius,pubescens,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Crustaceans,Pilodius pubescens,NA,NA,NA,NA,NA
Fis-25223,4622,Siganus,stellatus,Brown-spotted spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus stellatus,LC,NA,Unknown,2018,0
Fis-31040,4623,Siganus,doliatus,Barred spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus doliatus,LC,NA,Unknown,2016,0
Fis-25224,4624,Siganus,virgatus,Barhead spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus virgatus,LC,NA,Unknown,2018,0
Fis-25225,4625,Siganus,lineatus,Golden-lined spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus lineatus,LC,NA,Unknown,2016,0
Fis-31041,4626,Siganus,randalli,Variegated spinefoot,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus randalli,LC,NA,Stable,2016,0
Fis-4223,4629,Siganus,vulpinus,Foxface,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus vulpinus,LC,NA,Unknown,2016,0
Fis-25228,4630,Siganus,unimaculatus,Blotched foxface,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Coastal fishes,Siganus unimaculatus,NA,NA,NA,NA,NA
Fis-31047,4641,Dentex,congoensis,Congo dentex,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Coastal fishes,Dentex congoensis,LC,NA,Unknown,2010,0
Fis-25233,4642,Galeorhinus,galeus,Tope shark,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Sharks,Galeorhinus galeus,VU,A2bd+3d+4bd,Decreasing,2006,2
Fis-31049,4647,Johnius,carutta,Karut croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Coastal fishes,Johnius carutta,NA,NA,NA,NA,NA
Fis-31051,4651,Priacanthus,tayenus,Purple-spotted bigeye,Animalia,Chordata,Actinopterygii,Perciformes,Priacanthidae,Coastal fishes,Priacanthus tayenus,LC,NA,Unknown,2016,0
Fis-31052,4654,Amphiprion,melanopus,Fire clownfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Amphiprion melanopus,LC,NA,Unknown,2017,0
Fis-31054,4659,Diodon,holocanthus,Longspined porcupinefish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,Coastal fishes,Diodon holocanthus,LC,NA,Unknown,2015,0
Fis-17381,4660,Pareques,iwamotoi,Blackbar drum,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Coastal fishes,Pareques iwamotoi,LC,NA,Unknown,2015,0
Fis-25243,4666,Rhynchorhamphus,georgii,Long billed half beak,Animalia,Chordata,Actinopterygii,Beloniformes,Hemiramphidae,Coastal fishes,Rhynchorhamphus georgii,NA,NA,NA,NA,NA
Fis-31063,4697,Callionymus,belcheri,Belcher’s dragonet,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Coastal fishes,Callionymus belcheri,NA,NA,NA,NA,NA
Fis-25265,4698,Scatophagus,argus,Spotted scat,Animalia,Chordata,Actinopterygii,Perciformes,Scatophagidae,Coastal fishes,Scatophagus argus,LC,NA,Unknown,2010,0
Fis-25266,4699,Sargocentron,diadema,Crown squirrelfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,Coastal fishes,Sargocentron diadema,LC,NA,Unknown,2016,0
Fis-128611,4700,Moolgarda,cunnesius,Longarm mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Coastal fishes,Moolgarda cunnesius,NA,NA,NA,NA,NA
Fis-31065,4702,Notothenia,coriiceps,Black rockcod,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae,Coastal fishes,Notothenia coriiceps,NA,NA,NA,NA,NA
Fis-31066,4705,Platycephalus,richardsoni,Tiger flathead,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,Coastal fishes,Platycephalus richardsoni,NA,NA,NA,NA,NA
Fis-132793,4706,Plotosus,lineatus,Striped eel catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Plotosidae,Coastal fishes,Plotosus lineatus,NA,NA,NA,NA,NA
Fis-25269,4708,Pomadasys,jubelini,Sompat grunt,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Coastal fishes,Pomadasys jubelini,LC,NA,Unknown,2015,0
Fis-31067,4709,Sillago,ciliata,Sand sillago,Animalia,Chordata,Actinopterygii,Perciformes,Sillaginidae,Coastal fishes,Sillago ciliata,LC,NA,Unknown,2016,0
Fis-4320,4710,Dentex,tumifrons,Yellowback seabream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Coastal fishes,Dentex tumifrons,NA,NA,NA,NA,NA
Fis-25271,4711,Contusus,richei,Prickly toadfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Coastal fishes,Contusus richei,LC,NA,Unknown,2014,0
W-Bra-104057,60359,Dallina,septigera,NA,Animalia,Brachiopoda,Articulata,Terebratulida,Dallinidae,NA,Dallina septigera,NA,NA,NA,NA,NA
Fis-25281,4733,Acanthurus,nubilus,Bluelined surgeon,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus nubilus,LC,NA,Unknown,2012,0
Fis-25282,4734,Acanthurus,thompsoni,Thompson's surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus thompsoni,LC,NA,Stable,2012,0
Fis-31078,4736,Acanthurus,guttatus,Whitespotted surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus guttatus,LC,NA,Unknown,2012,0
Fis-25283,4737,Acanthurus,leucopareius,Whitebar surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus leucopareius,LC,NA,Stable,2012,0
Fis-31079,4738,Acanthurus,nigroris,Bluelined surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus nigroris,LC,NA,Stable,2012,0
Fis-25284,4739,Acanthurus,nigrofuscus,Brown surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus nigrofuscus,LC,NA,Stable,2012,0
Fis-25285,4740,Acanthurus,sohal,Sohal surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus sohal,LC,NA,Stable,2012,0
Fis-31081,4742,Acanthurus,pyroferus,Chocolate surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus pyroferus,LC,NA,Stable,2012,0
Fis-31082,4744,Acanthurus,olivaceus,Orangespot surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus olivaceus,LC,NA,Stable,2012,0
Fis-31083,4745,Acanthurus,fowleri,Fowler's surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus fowleri,LC,NA,Unknown,2012,0
Fis-25286,4746,Acanthurus,maculiceps,White-freckled surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus maculiceps,LC,NA,Unknown,2012,0
Fis-31084,4747,Acanthurus,nigricauda,Epaulette surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus nigricauda,LC,NA,Stable,2012,0
Fis-31085,4748,Acanthurus,auranticavus,Orange-socket surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus auranticavus,LC,NA,Unknown,2012,0
Fis-31086,4749,Acanthurus,grammoptilus,Finelined surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus grammoptilus,LC,NA,Unknown,2012,0
Fis-31087,4750,Acanthurus,blochii,Ringtail surgeonfish,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Coastal fishes,Acanthurus blochii,LC,NA,Stable,2012,0
Fis-25293,4761,Lagocephalus,sceleratus,Silver-cheeked toadfish,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Coastal fishes,Lagocephalus sceleratus,LC,NA,Unknown,2014,0
Fis-25296,4764,Saurida,elongata,Slender lizardfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Coastal fishes,Saurida elongata,NA,NA,NA,NA,NA
Fis-1099,4796,Sarda,lineolata,Pacific bonito,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Tunas & billfishes,Sarda lineolata,NA,NA,NA,NA,NA
Fis-25324,4806,Ambassis,gymnocephalus,Bald glassy,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Coastal fishes,Ambassis gymnocephalus,LC,NA,Unknown,2011,0
W-Bra-235524,60470,Cancellothyris,hedleyi,NA,Animalia,Brachiopoda,Articulata,Terebratulida,Cancellothyrididae,NA,Cancellothyris hedleyi,NA,NA,NA,NA,NA
Fis-25325,4807,Cynoglossus,puncticeps,Speckled tonguesole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Coastal fishes,Cynoglossus puncticeps,NA,NA,NA,NA,NA
Fis-160812,4809,Nuchequula,gerreoides,Decorated ponyfish,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae,Coastal fishes,Nuchequula gerreoides,NA,NA,NA,NA,NA
